lsoa11,r_dec,h_dec,e_dec,ahah_dec
S01008902,8,4,4,4
S01008903,9,3,4,5
S01008904,9,2,4,4
S01008905,8,1,3,1
S01008906,8,2,3,2
S01008979,7,5,3,3
S01008908,6,2,3,1
S01008909,6,1,3,1
S01008910,6,4,4,1
S01008911,6,5,3,2
S01008912,6,3,3,1
S01008913,5,3,4,1
S01009041,3,6,1,1
S01008914,6,2,3,1
S01008915,5,3,4,1
S01008916,5,3,4,1
S01008917,6,2,3,1
S01008918,7,3,3,1
S01008919,7,4,4,2
S01008921,7,3,4,1
S01008922,6,1,3,1
S01008923,6,1,3,1
S01008924,5,3,3,1
S01008925,6,2,3,1
S01008926,6,2,2,1
S01008927,5,3,2,1
S01008928,4,4,2,1
S01008929,5,4,2,1
S01008930,6,2,3,1
S01008931,7,2,3,2
S01008932,7,4,3,2
S01009042,1,9,1,3
S01008933,6,3,3,1
S01008934,5,5,2,1
S01008935,7,4,2,2
S01008936,8,1,3,2
S01008937,10,1,2,5
S01009088,2,7,1,1
S01008938,7,3,2,2
S01008939,6,5,2,2
S01008940,7,3,2,1
S01008941,3,6,2,1
S01008942,3,6,2,1
S01008943,4,7,2,1
S01008944,4,7,2,2
S01008945,4,8,2,2
S01008946,6,5,2,2
S01008947,6,4,2,1
S01008948,7,3,2,2
S01008949,8,3,2,2
S01008950,8,5,2,4
S01008951,9,6,2,5
S01008952,8,5,3,3
S01008953,9,2,3,3
S01008954,8,4,2,2
S01008955,7,6,2,2
S01008956,3,5,2,1
S01008957,7,4,2,2
S01008958,5,5,3,1
S01008959,3,4,3,1
S01008960,4,7,3,2
S01008961,5,7,3,2
S01008962,7,6,3,3
S01008963,7,5,3,2
S01008964,9,3,3,3
S01008965,9,4,3,4
S01008966,8,4,3,3
S01008967,9,3,3,5
S01008968,7,7,3,3
S01008969,7,7,2,4
S01008970,10,2,3,7
S01008971,9,5,2,5
S01008972,9,4,3,5
S01008973,8,5,3,4
S01008974,10,1,3,9
S01008975,10,2,3,6
S01008976,9,3,3,5
S01008977,9,3,3,6
S01008978,7,5,3,3
S01008980,9,3,3,4
S01008981,9,3,3,6
S01008982,10,2,3,6
S01008983,5,7,3,3
S01008984,8,4,3,3
S01008985,6,6,3,2
S01008986,7,4,3,2
S01008987,6,5,3,2
S01008988,7,4,3,2
S01008989,4,8,3,3
S01008990,4,8,3,3
S01008991,4,8,3,3
S01008992,5,7,3,2
S01008993,3,9,2,4
S01008994,2,6,2,1
S01008995,2,8,2,1
S01008996,2,9,2,5
S01008997,2,9,2,5
S01008998,2,8,3,3
S01008999,2,6,3,1
S01009000,2,9,3,3
S01009001,2,8,3,2
S01009002,2,9,2,4
S01009003,3,6,3,1
S01009004,3,8,3,3
S01009005,3,8,3,2
S01009006,4,5,3,1
S01009007,3,4,3,1
S01009008,4,3,3,1
S01009009,3,6,4,1
S01009010,3,8,3,3
S01009011,2,8,3,3
S01009012,3,9,3,4
S01009013,2,9,3,4
S01009014,1,10,1,9
S01009015,1,10,1,9
S01009016,1,10,1,10
S01009017,1,10,1,9
S01009018,1,10,1,10
S01009019,1,10,1,10
S01009020,1,10,1,10
S01009021,1,10,1,10
S01009022,1,10,1,10
S01009023,1,10,1,10
S01009024,1,10,1,9
S01009025,1,10,1,10
S01009026,1,10,1,9
S01009027,1,10,1,10
S01009028,1,10,1,10
S01009029,1,10,1,10
S01009030,1,10,1,10
S01009031,1,10,1,9
S01009032,1,10,1,10
S01009033,1,10,1,10
S01009034,1,10,1,9
S01009035,1,10,1,7
S01009036,1,10,1,7
S01009037,1,10,1,5
S01009038,1,9,1,3
S01009039,1,7,1,1
S01009040,2,6,1,1
S01009043,1,7,1,1
S01009044,1,7,1,1
S01009045,1,7,1,1
S01009046,1,10,1,6
S01009047,1,10,1,9
S01009048,1,10,1,9
S01009049,1,10,1,9
S01009050,2,9,2,4
S01009051,3,8,3,3
S01009052,4,7,3,2
S01009094,3,6,2,1
S01009053,5,6,2,2
S01009054,3,8,3,3
S01009055,2,9,1,4
S01009056,5,5,2,1
S01009057,9,1,3,3
S01009058,8,3,3,3
S01009059,6,5,2,2
S01009095,5,4,2,1
S01009060,3,8,2,2
S01009061,2,8,2,2
S01009062,4,7,2,2
S01009063,3,7,2,1
S01009064,2,7,1,1
S01009065,4,6,2,1
S01009106,7,2,2,1
S01009066,6,5,2,1
S01009067,2,8,2,2
S01009068,2,9,1,3
S01009069,2,9,2,3
S01009070,3,8,1,2
S01009071,1,9,2,5
S01009072,2,9,2,4
S01009073,1,8,3,2
S01009074,1,9,3,4
S01009075,1,10,2,5
S01009076,1,9,3,5
S01009077,3,5,2,1
S01009078,2,6,1,1
S01009079,3,3,2,1
S01009080,2,4,1,1
S01009112,4,7,2,1
S01009081,2,7,2,1
S01009082,3,6,2,1
S01009083,2,8,2,2
S01009084,2,9,2,3
S01009085,2,9,2,3
S01009086,2,8,2,2
S01009087,2,9,2,3
S01009089,3,7,1,1
S01009090,4,7,2,2
S01009091,3,7,1,1
S01009092,4,5,2,1
S01009093,3,5,2,1
S01009113,4,8,2,2
S01009114,5,7,2,2
S01009115,4,7,2,2
S01009096,5,4,2,1
S01009097,4,5,2,1
S01009098,3,6,2,1
S01009099,6,1,2,1
S01009100,6,2,2,1
S01009101,5,4,2,1
S01009102,5,5,2,1
S01009103,5,6,2,1
S01009104,6,5,2,1
S01009105,6,2,2,1
S01009107,4,6,2,1
S01009108,5,7,2,2
S01009109,4,8,3,3
S01009110,4,7,2,2
S01009111,4,8,2,2
S01009116,4,8,3,3
S01009117,3,7,3,1
S01009118,4,7,2,2
S01009119,5,7,3,3
S01009120,5,7,3,3
S01009121,5,8,4,4
S01009122,2,10,2,5
S01009123,3,9,3,6
S01009125,2,9,2,3
S01009126,4,7,2,2
S01009127,4,8,2,3
S01009128,6,4,3,1
S01009129,4,6,2,1
S01009130,4,6,2,1
S01009131,8,4,2,2
S01009132,5,5,2,1
S01009133,7,5,3,2
S01009134,6,5,3,2
S01009135,5,5,3,1
S01009136,4,5,2,1
S01009146,8,5,2,4
S01009137,3,7,3,2
S01009138,9,1,3,4
S01009139,9,1,3,3
S01009140,10,1,2,7
S01009141,8,2,3,3
S01009142,9,2,2,4
S01009143,8,2,4,2
S01009144,4,8,3,3
S01009145,6,5,3,2
S01009147,7,6,2,3
S01009148,5,8,2,3
S01009149,9,4,2,4
S01009150,8,3,2,3
S01009151,9,2,2,5
S01009152,10,1,2,7
S01009153,10,1,2,10
S01009154,9,3,3,5
S01009171,3,8,2,2
S01009155,9,2,2,3
S01009156,7,5,4,3
S01009157,5,6,4,2
S01009158,6,5,4,3
S01009159,5,4,2,1
S01009179,6,6,2,2
S01009160,6,3,2,1
S01009161,7,4,2,1
S01009162,8,1,2,1
S01009163,7,3,2,2
S01009164,3,8,2,2
S01009201,3,7,3,2
S01009165,3,7,2,2
S01009166,4,6,2,1
S01009167,4,6,2,1
S01009168,7,5,4,3
S01009169,6,4,4,1
S01009170,4,6,3,1
S01009172,8,4,2,3
S01009173,5,8,2,3
S01009174,4,8,2,3
S01009175,3,9,2,3
S01009176,3,9,2,3
S01009177,3,9,2,4
S01009178,4,8,2,3
S01009180,5,7,2,2
S01009181,2,9,2,3
S01009182,2,9,3,3
S01009183,2,9,2,3
S01009184,1,9,2,2
S01009185,1,10,2,6
S01009186,2,9,2,5
S01009187,2,10,2,7
S01009188,1,10,3,7
S01009189,2,9,4,6
S01009190,2,9,3,6
S01009191,2,9,4,6
S01009192,3,9,3,4
S01009193,3,9,2,5
S01009194,2,9,4,6
S01009202,2,9,3,4
S01009195,3,7,3,2
S01009196,3,7,4,2
S01009197,3,8,4,4
S01009198,3,7,4,3
S01009199,4,7,3,2
S01009200,2,9,4,5
S01009203,2,9,4,5
S01009204,2,9,3,6
S01009205,2,9,3,4
S01009206,2,9,3,4
S01009207,3,8,3,3
S01009208,4,8,2,2
S01009209,4,7,3,2
S01009210,3,9,3,4
S01009211,3,8,3,3
S01009212,3,6,3,1
S01009213,3,8,3,3
S01009224,7,6,3,4
S01009214,3,3,3,1
S01009215,6,6,2,2
S01009216,5,7,2,3
S01009217,3,9,3,4
S01009225,6,7,3,3
S01009226,6,8,3,4
S01009218,5,8,3,3
S01009219,5,8,3,4
S01009220,5,8,3,3
S01009221,7,5,3,2
S01009222,6,7,3,3
S01009223,7,6,3,3
S01009227,8,4,3,4
S01009228,8,4,3,4
S01009229,10,1,4,7
S01009230,7,4,4,3
S01009231,5,7,4,3
S01009232,5,5,3,1
S01009233,7,3,3,1
S01009234,5,4,3,1
S01009235,6,5,4,2
S01009237,8,4,3,3
S01009238,3,9,3,4
S01009239,4,8,3,4
S01009240,6,6,3,2
S01009241,5,7,3,2
S01009242,4,7,3,2
S01009243,4,9,3,5
S01009244,3,9,3,6
S01009245,3,9,3,5
S01009246,5,8,2,3
S01009247,7,8,3,4
S01009248,5,8,3,4
S01009512,2,8,2,2
S01009249,6,5,3,2
S01009250,5,7,3,3
S01009251,4,8,3,4
S01009252,4,8,3,3
S01009253,4,9,3,4
S01009254,5,8,3,3
S01009263,3,9,3,6
S01009255,10,4,3,9
S01009256,7,5,3,2
S01009257,8,5,3,4
S01009258,2,10,3,6
S01009259,5,8,2,3
S01009260,4,9,3,6
S01009261,7,8,2,5
S01009262,3,9,3,5
S01009264,3,10,3,6
S01009265,8,8,2,6
S01009266,7,8,4,7
S01009267,10,6,3,8
S01009268,1,10,2,5
S01009269,2,4,5,1
S01009270,3,2,5,1
S01009271,2,8,3,3
S01009272,2,7,5,2
S01009519,2,7,2,1
S01009273,1,10,4,7
S01009274,1,10,4,6
S01009275,1,10,2,7
S01009276,2,9,3,4
S01009277,2,9,2,5
S01009278,1,9,3,4
S01009279,1,9,2,3
S01009280,1,3,2,1
S01009281,1,7,2,1
S01009282,1,9,3,5
S01009283,1,10,3,6
S01009284,2,9,2,5
S01009285,2,9,2,5
S01009286,2,9,2,5
S01009287,2,9,3,4
S01009288,2,9,3,3
S01009289,3,8,3,2
S01009330,5,3,3,1
S01009290,3,7,2,1
S01009291,2,8,2,3
S01009292,6,7,3,3
S01009293,5,8,5,5
S01009294,4,9,4,5
S01009295,6,8,4,5
S01009352,2,7,3,2
S01009296,5,8,4,5
S01009297,7,6,3,4
S01009298,8,6,3,5
S01009299,9,5,3,6
S01009353,3,8,3,3
S01009354,3,7,3,2
S01009560,3,9,3,4
S01009300,9,5,3,6
S01009301,9,4,3,5
S01009302,6,4,3,1
S01009303,7,2,3,2
S01009304,5,5,3,1
S01009368,3,6,5,1
S01009305,7,3,3,2
S01009306,9,3,3,4
S01009307,10,2,3,6
S01009308,10,1,3,9
S01009309,9,2,3,3
S01009310,7,5,3,3
S01009311,6,4,4,2
S01009380,2,8,5,3
S01009312,7,2,3,1
S01009313,8,2,4,2
S01009314,5,4,4,1
S01009315,7,3,4,2
S01009316,7,4,4,2
S01009561,3,8,3,3
S01009317,5,6,4,2
S01009318,6,5,4,2
S01009319,5,6,4,2
S01009320,4,5,4,1
S01009321,3,4,3,1
S01009322,2,8,5,4
S01009323,3,8,3,2
S01009324,3,7,2,2
S01009325,3,7,3,1
S01009326,3,4,3,1
S01009327,4,4,3,1
S01009328,4,6,3,1
S01009329,4,5,3,1
S01009331,4,6,3,1
S01009332,4,5,4,1
S01009333,5,5,4,2
S01009334,4,6,4,2
S01009335,4,5,5,2
S01009336,4,6,4,2
S01009337,5,6,3,2
S01009338,5,2,4,1
S01009339,6,2,5,1
S01009340,5,2,4,1
S01009341,5,4,5,1
S01009342,5,5,4,1
S01009343,5,5,3,2
S01009344,4,2,3,1
S01009345,4,4,3,1
S01009419,4,7,1,2
S01009346,3,8,3,3
S01009347,3,8,3,3
S01009348,4,4,3,1
S01009349,4,6,3,1
S01009350,5,5,3,1
S01009351,4,5,3,1
S01009355,4,7,3,2
S01009356,4,6,3,1
S01009357,3,6,3,1
S01009358,3,7,3,1
S01009359,4,6,3,1
S01009360,6,5,3,2
S01009361,5,6,3,2
S01009362,4,7,3,2
S01009363,3,5,5,1
S01009364,2,5,4,1
S01009365,2,7,5,2
S01009366,3,2,4,1
S01009367,5,2,4,1
S01009369,4,1,4,1
S01009370,3,3,4,1
S01009371,4,5,4,1
S01009372,5,3,4,1
S01009373,4,2,5,1
S01009374,4,6,4,2
S01009375,4,4,4,1
S01009376,4,5,4,1
S01009377,2,8,5,4
S01009378,3,7,4,3
S01009379,3,8,4,3
S01009381,5,5,4,2
S01009382,8,3,4,3
S01009383,6,5,4,2
S01009384,2,9,4,6
S01009385,2,9,4,5
S01009386,4,6,4,2
S01009387,3,7,4,2
S01009388,4,5,3,1
S01009568,4,7,3,2
S01009389,6,4,4,1
S01009390,2,9,4,4
S01009391,2,9,3,4
S01009392,2,9,3,3
S01009393,3,8,3,3
S01009394,2,9,4,4
S01009395,2,8,4,2
S01009396,2,9,4,4
S01009397,2,9,4,5
S01009398,2,8,3,3
S01009399,2,8,3,3
S01009400,2,8,3,2
S01009401,2,9,4,4
S01009402,2,9,4,4
S01009403,2,9,4,4
S01009404,5,5,5,2
S01009405,2,9,4,4
S01009406,2,4,5,1
S01009407,2,7,5,3
S01009426,9,2,1,3
S01009408,2,6,5,2
S01009409,2,8,5,4
S01009410,4,7,4,2
S01009411,5,7,4,3
S01009412,7,5,4,3
S01009425,7,3,5,3
S01009413,6,5,5,3
S01009414,5,7,4,3
S01009415,10,1,3,7
S01009416,6,6,3,3
S01009417,3,8,2,3
S01009418,8,4,3,3
S01009453,9,2,3,3
S01009420,5,7,1,2
S01009421,5,6,1,2
S01009422,5,6,1,1
S01009423,4,7,2,2
S01009424,6,5,3,2
S01009427,7,2,1,1
S01009428,2,5,2,1
S01009429,2,3,2,1
S01009430,2,4,2,1
S01009431,2,8,1,2
S01009432,3,6,3,1
S01009433,3,7,2,1
S01009434,2,5,2,1
S01009435,2,7,2,1
S01009436,2,9,3,4
S01009437,3,8,2,2
S01009438,2,9,2,4
S01009439,2,9,2,4
S01009440,6,4,3,1
S01009441,4,7,3,2
S01009442,3,9,3,5
S01009443,2,9,3,4
S01009444,7,5,3,2
S01009445,6,6,3,2
S01009446,9,2,3,4
S01009791,5,4,1,1
S01009447,10,3,3,6
S01009448,6,7,4,4
S01009449,9,5,2,6
S01009450,5,7,3,3
S01009451,8,6,2,5
S01009452,10,4,2,7
S01009454,1,9,2,3
S01009455,1,9,3,5
S01009456,3,7,2,2
S01009457,1,10,3,6
S01009458,5,5,2,1
S01009459,8,2,3,2
S01009460,6,6,3,2
S01009461,3,9,2,4
S01009462,2,9,3,5
S01009463,3,8,2,2
S01009464,3,7,2,1
S01009465,4,8,2,3
S01009466,3,7,2,1
S01009467,1,5,2,1
S01009468,1,2,2,1
S01009469,1,3,2,1
S01009470,1,5,3,1
S01009471,8,1,2,1
S01009483,5,1,3,1
S01009472,6,3,1,1
S01009473,4,3,1,1
S01009474,3,6,2,1
S01009475,2,8,4,2
S01009476,2,9,2,3
S01009477,6,3,3,1
S01009478,7,3,3,1
S01009479,9,1,2,3
S01009480,8,1,2,2
S01009481,5,1,3,1
S01009482,5,1,2,1
S01009484,5,3,2,1
S01009485,3,4,2,1
S01009486,4,3,2,1
S01009487,4,3,2,1
S01009488,3,4,2,1
S01009494,2,9,2,3
S01009489,10,2,2,7
S01009490,7,4,4,3
S01009491,7,3,4,2
S01009492,5,6,5,3
S01009493,3,5,1,1
S01009495,2,8,2,2
S01009496,3,8,2,2
S01009497,2,9,2,3
S01009498,3,8,2,3
S01009499,3,6,2,1
S01009505,3,3,3,1
S01009500,3,6,3,1
S01009501,4,2,3,1
S01009502,3,5,2,1
S01009503,3,7,2,1
S01009504,3,3,3,1
S01009506,3,3,3,1
S01009507,3,5,2,1
S01009508,3,5,3,1
S01009509,4,3,2,1
S01009510,2,7,2,1
S01009511,2,8,2,2
S01009513,2,9,2,3
S01009514,2,8,2,2
S01009515,3,7,4,2
S01009516,3,8,3,3
S01009517,3,7,3,2
S01009518,3,7,3,2
S01009520,4,8,3,3
S01009521,3,4,2,1
S01009522,4,2,2,1
S01009523,4,2,2,1
S01009581,3,8,2,2
S01009524,4,2,2,1
S01009525,4,1,3,1
S01009526,5,2,2,1
S01009527,4,2,2,1
S01009528,5,1,2,1
S01009529,3,4,2,1
S01009530,3,5,2,1
S01009531,2,7,2,1
S01009582,3,8,2,2
S01009532,3,4,2,1
S01009533,3,4,2,1
S01009534,3,3,2,1
S01009535,4,2,2,1
S01009583,3,8,2,2
S01009539,2,5,2,1
S01009540,3,4,2,1
S01009545,2,9,1,5
S01009600,6,5,1,1
S01009546,2,9,3,5
S01009547,1,9,3,5
S01009548,1,8,2,2
S01009549,2,8,2,2
S01009550,2,9,3,5
S01009551,2,9,2,5
S01009552,2,8,1,2
S01009613,2,9,3,5
S01009553,2,2,1,1
S01009554,2,9,1,3
S01009555,2,4,1,1
S01009556,2,9,2,4
S01009557,3,9,2,3
S01009558,5,7,2,2
S01009559,4,8,3,3
S01009562,5,7,3,2
S01009563,5,8,3,4
S01009564,5,8,2,3
S01009565,3,8,3,3
S01009566,2,9,3,4
S01009567,2,9,3,5
S01009569,5,8,3,3
S01009570,4,8,3,3
S01009571,6,8,3,5
S01009572,7,7,3,4
S01009573,7,6,3,3
S01009574,6,7,1,3
S01009575,2,9,2,4
S01009576,2,9,2,5
S01009577,3,9,2,4
S01009578,3,9,2,4
S01009579,2,9,2,5
S01009580,3,9,2,3
S01009584,4,6,2,1
S01009585,3,8,2,2
S01009586,3,5,2,1
S01009587,4,4,2,1
S01009588,3,9,1,3
S01009589,3,8,2,2
S01009590,3,9,2,3
S01009591,2,9,1,5
S01009592,3,9,1,4
S01009593,2,9,1,5
S01009594,2,10,1,5
S01009595,4,9,1,3
S01009596,2,10,1,6
S01009597,2,9,1,5
S01009598,2,10,1,5
S01009599,5,7,1,2
S01009601,4,8,1,2
S01009602,2,9,1,5
S01009603,2,9,1,5
S01009604,4,8,1,2
S01009605,3,9,1,3
S01009606,2,9,1,5
S01009607,3,9,1,4
S01009608,3,7,1,1
S01009609,3,6,1,1
S01009610,3,8,1,2
S01009612,2,9,3,5
S01009671,1,10,1,5
S01009758,4,8,1,2
S01009672,1,8,3,1
S01009665,1,9,1,2
S01009667,1,10,1,6
S01009668,1,10,3,7
S01009669,1,10,1,6
S01009670,1,10,1,5
S01009759,6,3,1,1
S01010151,8,3,2,2
S01010355,8,4,1,2
S01009760,5,5,1,1
S01009761,5,5,1,1
S01009762,6,1,1,1
S01009763,3,9,1,4
S01009764,6,6,1,2
S01009765,5,7,1,2
S01009766,6,7,1,3
S01009767,6,7,1,3
S01009768,6,7,1,2
S01009769,6,7,1,3
S01009770,7,8,1,4
S01009782,4,7,1,2
S01009771,6,7,1,3
S01009772,5,8,1,3
S01009773,4,8,1,3
S01009774,4,8,1,3
S01009775,7,2,1,1
S01009783,5,7,1,1
S01009776,7,5,1,2
S01009777,6,5,1,1
S01009778,7,4,1,2
S01009779,8,4,1,2
S01009780,5,6,1,1
S01009781,6,4,1,1
S01009784,6,5,2,1
S01009785,7,4,2,1
S01009786,5,2,1,1
S01009787,5,4,1,1
S01009788,5,3,1,1
S01009789,6,2,1,1
S01009790,6,4,1,1
S01009792,4,6,1,1
S01009793,4,6,2,1
S01009794,3,2,1,1
S01009795,4,4,1,1
S01009796,3,6,1,1
S01009797,5,5,2,1
S01009798,4,5,1,1
S01009804,4,7,1,1
S01009799,4,4,1,1
S01009800,3,6,2,1
S01009801,4,4,1,1
S01009802,3,7,1,1
S01009803,4,6,1,1
S01009805,4,5,1,1
S01009806,9,2,2,3
S01009807,8,5,2,2
S01009808,6,6,1,2
S01009809,7,5,2,2
S01009810,7,4,3,2
S01009811,8,3,2,2
S01009812,8,2,2,2
S01009813,7,4,2,2
S01009814,9,2,2,4
S01009815,8,4,2,3
S01009816,8,4,2,2
S01009817,7,6,1,3
S01010392,8,3,4,3
S01009818,7,5,1,2
S01009819,9,2,2,3
S01009820,8,3,2,2
S01009821,9,1,2,3
S01009822,5,7,2,2
S01009828,8,4,2,2
S01009823,5,7,3,2
S01009824,6,7,3,3
S01009825,7,5,3,3
S01009826,7,5,2,2
S01009827,6,7,2,3
S01009831,8,1,3,2
S01009832,9,1,3,3
S01009833,4,7,3,2
S01009834,5,6,2,2
S01009835,6,5,2,2
S01009836,5,6,3,1
S01009837,5,6,2,1
S01009838,5,2,3,1
S01009839,6,2,3,1
S01009840,6,1,3,1
S01009841,7,1,3,1
S01009842,6,3,2,1
S01009843,5,5,3,1
S01009844,9,1,3,4
S01009846,7,3,4,2
S01009847,6,3,3,1
S01009848,6,4,2,1
S01009849,5,3,2,1
S01009850,6,4,2,1
S01009851,5,5,2,1
S01009868,7,2,3,1
S01009852,4,3,1,1
S01009853,4,6,1,1
S01009854,4,6,1,1
S01009855,4,3,1,1
S01009856,6,4,2,1
S01009857,5,4,1,1
S01010578,3,8,1,1
S01009858,5,6,1,1
S01009859,6,4,4,2
S01009860,8,2,4,3
S01009861,6,4,3,1
S01009869,8,1,3,2
S01009862,7,2,3,1
S01009863,8,1,2,1
S01009864,6,2,2,1
S01009865,7,1,2,1
S01009866,7,2,4,2
S01009867,8,1,4,2
S01009870,8,1,4,2
S01009871,5,6,2,1
S01009872,7,1,2,1
S01009873,4,6,1,1
S01009874,4,6,1,1
S01009875,8,1,3,2
S01009877,8,3,3,2
S01009878,10,1,3,6
S01009879,5,7,1,2
S01009880,4,8,2,2
S01009881,9,1,3,4
S01009882,10,1,3,7
S01009884,10,1,3,6
S01009885,10,1,3,5
S01009886,10,1,3,6
S01009887,10,1,3,8
S01009888,10,1,3,8
S01009889,10,1,3,9
S01009890,10,1,3,9
S01009891,10,1,3,9
S01009892,10,1,3,8
S01009893,10,1,3,10
S01009894,10,1,3,6
S01009895,9,1,3,5
S01009896,9,2,3,4
S01009897,9,1,3,5
S01009898,9,2,2,3
S01009899,8,1,3,2
S01009900,9,1,2,3
S01009901,9,1,2,4
S01009902,8,2,3,2
S01009904,9,1,3,3
S01009905,10,1,3,9
S01009906,10,1,3,10
S01009907,10,1,3,10
S01009908,10,1,3,9
S01009909,10,1,3,9
S01009910,10,1,3,9
S01009912,9,1,3,3
S01009913,5,7,1,1
S01009914,5,6,1,1
S01009915,8,2,1,2
S01009916,8,3,1,2
S01009917,9,1,1,4
S01009918,9,1,1,2
S01009919,10,1,1,9
S01009920,10,1,1,8
S01009921,10,1,2,10
S01009922,10,1,1,9
S01009923,10,1,3,7
S01009924,10,1,3,9
S01009925,10,1,1,9
S01009926,10,1,1,8
S01009927,9,2,2,3
S01009928,8,2,3,2
S01009929,8,1,3,2
S01009930,8,1,3,2
S01009932,10,1,1,6
S01009933,10,1,1,6
S01009934,9,1,1,3
S01009935,9,1,1,3
S01009936,9,1,1,2
S01009937,5,6,1,1
S01009938,5,6,1,1
S01009939,5,5,1,1
S01009940,6,3,1,1
S01009941,6,6,1,1
S01009942,7,4,1,1
S01009960,8,2,1,1
S01009943,8,2,1,2
S01009944,6,4,2,1
S01009945,5,5,1,1
S01009946,5,4,1,1
S01009947,6,5,2,1
S01009950,6,2,2,1
S01009951,7,3,3,2
S01009952,9,2,1,2
S01009953,6,3,1,1
S01009954,5,5,1,1
S01009955,8,2,2,2
S01009956,7,3,3,1
S01009957,7,3,3,2
S01009958,7,3,3,2
S01009959,7,3,2,1
S01009983,4,6,1,1
S01009961,7,2,2,1
S01009962,9,1,1,4
S01009963,8,2,1,2
S01009964,9,1,2,3
S01009965,5,2,1,1
S01009966,6,2,1,1
S01009967,8,3,1,3
S01009968,5,2,1,1
S01009969,2,7,1,1
S01009970,3,2,1,1
S01009971,3,6,1,1
S01009972,3,7,1,1
S01009973,3,7,1,1
S01009974,5,4,1,1
S01009975,4,6,1,1
S01009976,5,4,1,1
S01009977,5,4,1,1
S01009978,4,7,1,1
S01009990,5,2,1,1
S01009979,4,6,1,1
S01009980,8,1,1,1
S01009981,6,4,1,1
S01009982,5,5,1,1
S01009984,4,6,1,1
S01009985,4,6,1,1
S01009986,7,2,1,1
S01009987,5,2,1,1
S01009988,6,1,1,1
S01009989,4,1,1,1
S01009991,6,4,2,1
S01009992,6,3,2,1
S01009993,5,5,2,1
S01009994,5,4,2,1
S01009995,6,6,2,2
S01009996,8,5,2,3
S01010166,4,5,1,1
S01009997,6,5,2,2
S01009998,7,4,2,2
S01009999,6,2,2,1
S01010000,7,3,2,2
S01010001,6,1,2,1
S01010002,9,4,2,5
S01010003,8,4,2,3
S01010004,8,4,2,2
S01010005,9,2,3,4
S01010006,9,1,3,4
S01010007,9,2,2,3
S01010008,9,1,2,4
S01010009,10,1,3,6
S01010010,8,3,2,2
S01010011,9,1,2,3
S01010012,9,5,2,4
S01010013,9,1,2,2
S01010167,3,4,1,1
S01010014,8,1,2,2
S01010015,9,1,2,2
S01010016,9,3,2,4
S01010017,9,3,2,4
S01010018,8,2,3,2
S01010019,8,3,2,2
S01010020,8,3,2,2
S01010021,7,4,2,1
S01010022,4,6,2,1
S01010023,4,4,2,1
S01010024,6,3,2,1
S01010025,8,2,2,2
S01010026,7,2,2,1
S01010027,7,1,2,1
S01010028,6,3,2,1
S01010029,5,4,2,1
S01010030,6,1,3,1
S01010031,8,3,4,3
S01010032,8,4,3,3
S01010033,10,2,3,6
S01010034,8,3,3,3
S01010035,8,3,3,3
S01010036,8,4,5,4
S01010037,10,1,2,5
S01010038,10,2,2,7
S01010039,10,1,2,9
S01010040,9,2,2,4
S01010041,10,2,3,10
S01010152,6,2,2,1
S01010042,9,1,2,3
S01010043,7,1,2,1
S01010044,5,1,2,1
S01010045,5,2,2,1
S01010046,5,5,2,1
S01010047,5,3,2,1
S01010048,7,5,2,2
S01010049,10,1,2,9
S01010050,10,2,2,6
S01010051,10,1,2,9
S01010056,10,3,2,6
S01010052,10,1,2,9
S01010053,6,4,2,1
S01010054,7,5,2,3
S01010055,9,1,2,3
S01010057,10,2,2,5
S01010058,8,3,2,3
S01010059,8,3,2,3
S01010060,10,1,2,5
S01010061,8,3,2,2
S01010062,9,3,2,3
S01010063,9,2,2,3
S01010064,8,4,2,2
S01010065,7,6,2,2
S01010066,7,5,2,2
S01010078,4,8,2,3
S01010067,7,5,2,2
S01010068,9,3,2,4
S01010069,7,4,2,2
S01010070,6,6,2,2
S01010071,5,7,2,3
S01010096,6,7,2,2
S01010072,8,4,2,2
S01010073,7,6,2,3
S01010074,5,8,2,3
S01010075,4,8,2,3
S01010076,4,7,2,2
S01010077,5,7,2,2
S01010079,5,8,2,3
S01010080,5,8,2,4
S01010081,6,7,2,3
S01010082,4,8,2,4
S01010083,5,6,2,2
S01010168,3,2,1,1
S01010084,5,5,2,1
S01010085,6,6,2,3
S01010086,6,2,2,1
S01010087,7,5,2,2
S01010088,3,8,2,2
S01010089,7,3,2,1
S01010187,3,8,1,2
S01010188,3,8,1,2
S01010090,5,4,2,1
S01010091,2,9,2,3
S01010092,7,2,2,1
S01010093,7,5,2,2
S01010094,8,3,2,2
S01010095,6,6,2,3
S01010097,8,4,2,2
S01010098,8,5,2,4
S01010099,8,5,2,4
S01010100,5,7,2,2
S01010101,5,7,2,2
S01010108,3,8,1,2
S01010109,3,8,1,3
S01010102,4,9,2,4
S01010103,4,8,2,3
S01010104,5,8,2,3
S01010105,3,7,2,1
S01010106,3,7,1,1
S01010107,4,7,2,1
S01010110,6,4,1,1
S01010111,3,6,1,1
S01010112,5,5,2,1
S01010113,5,4,2,1
S01010114,6,3,2,1
S01010116,4,6,1,1
S01010117,3,7,1,1
S01010118,3,8,2,2
S01010119,4,6,2,1
S01010120,4,7,2,1
S01010121,5,4,2,1
S01010122,7,3,2,1
S01010123,5,6,2,1
S01010124,5,7,2,2
S01010125,6,5,2,1
