lsoa11,r_dec,h_dec,e_dec,ahah_dec
S01008073,3,7,1,1
S01008341,6,8,1,4
S01008621,9,1,3,4
S01007349,8,7,1,4
S01007266,1,10,1,8
S01007316,1,9,1,3
S01007284,1,10,1,10
S01007285,1,10,1,9
S01007286,1,8,1,2
S01007287,1,10,1,10
S01007288,1,10,1,10
S01007289,3,9,1,4
S01007290,2,9,1,3
S01007291,3,7,1,1
S01007292,2,9,1,4
S01007293,2,9,1,4
S01007317,1,10,1,7
S01007294,4,7,1,1
S01007295,7,2,1,1
S01007296,8,4,1,3
S01007297,8,6,1,3
S01007298,4,9,1,3
S01007299,7,8,1,4
S01007300,4,9,1,4
S01007301,1,10,1,6
S01007302,1,10,1,7
S01007303,1,10,1,9
S01007304,1,10,1,9
S01007305,1,10,1,9
S01007306,1,10,1,9
S01007307,1,10,1,9
S01007308,1,10,1,10
S01007309,1,10,1,10
S01007310,1,10,1,9
S01007311,1,10,1,9
S01007312,1,10,1,9
S01007313,1,10,1,10
S01007314,1,10,1,9
S01007315,1,10,1,5
S01007318,1,10,1,9
S01007319,1,10,1,9
S01007320,1,10,1,9
S01007321,1,10,1,9
S01007322,1,8,1,1
S01007323,1,9,1,2
S01007324,1,10,1,9
S01007325,1,10,1,9
S01007326,1,10,1,9
S01007327,1,8,1,1
S01007328,1,10,1,9
S01007329,1,10,1,9
S01007330,1,10,1,9
S01007331,1,10,1,8
S01007333,4,9,1,3
S01007334,6,7,1,3
S01007335,5,9,1,4
S01007336,10,2,1,7
S01007337,7,4,1,2
S01007338,4,7,1,1
S01007339,6,5,1,1
S01007340,2,10,1,7
S01007341,2,10,1,7
S01007342,3,10,1,6
S01007343,1,10,1,8
S01007344,8,8,1,6
S01007390,3,9,1,4
S01007345,8,8,1,6
S01007346,10,4,1,9
S01007347,7,7,1,4
S01007348,6,6,1,2
S01013331,4,5,2,1
S01007350,10,5,1,7
S01007351,1,10,1,9
S01007352,1,10,1,9
S01007353,1,10,1,9
S01007354,1,10,1,9
S01007355,1,10,1,9
S01007356,1,10,1,9
S01007357,1,10,1,9
S01007358,1,10,1,9
S01007359,2,10,1,7
S01007360,2,10,1,7
S01007361,3,9,1,5
S01007362,5,8,1,4
S01007363,7,8,1,4
S01007364,5,9,1,5
S01007365,7,8,1,4
S01008622,10,1,3,7
S01007366,8,6,1,5
S01007367,10,3,1,7
S01007368,8,7,1,4
S01007369,9,5,1,6
S01007370,10,4,1,9
S01007371,9,8,1,7
S01007372,7,9,1,7
S01007373,1,10,1,8
S01013332,2,8,2,2
S01007374,1,10,1,8
S01007375,1,10,1,9
S01007376,1,10,1,9
S01007377,1,10,1,9
S01007378,1,10,1,7
S01007379,1,9,1,3
S01007380,1,9,1,3
S01007381,1,10,1,7
S01007382,2,10,1,6
S01007383,2,10,1,6
S01007384,3,9,1,4
S01013398,2,9,4,4
S01007385,4,8,1,2
S01007386,4,8,1,2
S01007387,4,8,1,2
S01007388,3,8,1,2
S01007389,3,9,1,4
S01007391,3,8,1,3
S01007392,5,6,1,1
S01007393,7,4,1,1
S01007394,8,4,1,2
S01007395,10,1,1,7
S01007396,10,2,1,6
S01007397,7,4,1,1
S01007398,4,8,1,2
S01007399,4,7,1,1
S01007400,6,5,1,1
S01007401,4,8,1,2
S01007402,3,9,1,3
S01007403,3,8,1,3
S01007404,1,10,1,9
S01007405,1,10,1,6
S01007406,1,10,1,5
S01007407,1,10,1,4
S01007408,1,9,1,3
S01007409,2,9,1,3
S01007411,3,7,1,1
S01007412,3,6,1,1
S01007413,2,9,1,4
S01007414,2,9,1,3
S01007415,3,8,1,2
S01007416,3,9,1,4
S01007417,2,9,1,3
S01007418,3,7,1,2
S01007419,2,9,2,3
S01007420,2,9,1,4
S01007421,1,9,2,4
S01007422,1,8,2,2
S01007423,1,9,2,3
S01007424,2,9,2,4
S01007427,2,6,2,1
S01007428,3,1,1,1
S01007429,3,5,1,1
S01007430,3,5,1,1
S01007431,2,8,1,2
S01007432,2,9,1,3
S01007433,2,9,1,4
S01007434,3,9,1,4
S01007435,6,6,1,2
S01007436,7,4,1,1
S01007437,6,4,1,1
S01007462,7,5,2,2
S01007438,6,6,1,2
S01007439,6,6,1,2
S01007440,4,9,1,3
S01007441,3,9,2,4
S01007442,4,8,1,3
S01007443,1,6,1,1
S01007444,1,7,1,1
S01007445,1,9,1,2
S01007446,1,9,1,4
S01007447,1,10,1,8
S01007448,2,9,1,5
S01007449,3,6,1,1
S01007450,4,5,1,1
S01007451,3,7,1,1
S01007452,3,8,2,3
S01007453,4,9,2,4
S01007454,2,9,1,3
S01007455,4,5,1,1
S01007456,3,6,1,1
S01007457,3,7,1,1
S01007458,3,7,1,1
S01007459,3,8,1,2
S01007460,4,5,1,1
S01007461,6,6,2,2
S01007463,7,7,2,4
S01007464,6,8,2,4
S01007465,5,9,2,4
S01007466,10,5,2,7
S01007467,7,6,2,3
S01007468,3,8,2,3
S01007469,3,8,2,2
S01007470,5,8,1,3
S01007471,5,8,1,3
S01007472,4,9,1,4
S01007473,3,9,1,4
S01007474,3,9,1,4
S01007475,3,9,1,4
S01007476,4,9,1,4
S01007477,7,6,2,3
S01007478,8,6,2,4
S01007479,5,9,2,5
S01007480,5,8,2,4
S01009876,7,3,3,2
S01008739,8,6,2,4
S01008753,6,4,3,2
S01007909,1,9,1,4
S01007875,2,9,1,2
S01007876,2,9,1,4
S01007882,1,10,1,6
S01007916,5,3,1,1
S01007883,1,9,1,3
S01007884,1,9,1,3
S01007885,1,8,1,1
S01007886,1,8,1,1
S01007887,1,10,1,6
S01007888,1,5,1,1
S01007889,1,3,1,1
S01007890,1,6,1,1
S01007891,1,6,1,1
S01007892,2,8,1,1
S01007893,1,8,1,1
S01007939,5,7,2,2
S01007894,1,8,1,2
S01007895,2,6,1,1
S01007896,1,9,2,2
S01007897,1,10,1,5
S01007899,1,10,1,5
S01007900,1,7,1,1
S01007901,1,9,1,3
S01007902,1,10,1,9
S01007945,1,7,1,1
S01007903,1,10,1,7
S01007904,1,10,1,7
S01007910,2,9,1,2
S01007911,2,9,1,3
S01007912,3,6,1,1
S01007913,4,5,1,1
S01007914,2,7,1,1
S01007915,2,7,1,1
S01007917,3,5,1,1
S01007918,6,1,1,1
S01007919,2,6,1,1
S01007920,2,6,1,1
S01007921,1,7,1,1
S01007922,1,4,1,1
S01007923,1,6,1,1
S01007924,1,5,1,1
S01007925,1,10,1,5
S01007926,1,10,1,5
S01007927,1,10,1,7
S01007928,1,10,2,6
S01007929,2,9,2,5
S01007930,1,10,2,7
S01007931,1,10,2,6
S01007932,5,6,2,2
S01007933,4,7,2,2
S01007934,5,7,2,2
S01007935,9,1,2,4
S01007936,5,6,2,2
S01007937,5,7,2,2
S01007938,5,7,2,2
S01007940,1,9,1,3
S01007941,1,9,1,2
S01007942,2,7,1,1
S01007943,2,7,1,1
S01007944,1,8,1,1
S01007946,1,6,1,1
S01007947,1,8,1,1
S01007948,1,9,1,3
S01007949,2,6,1,1
S01007950,2,5,1,1
S01007951,2,4,1,1
S01007952,3,3,1,1
S01007953,2,6,1,1
S01007954,2,8,1,1
S01007955,2,8,3,2
S01007956,2,7,2,1
S01009124,3,9,3,6
S01007957,3,4,2,1
S01007958,3,6,2,1
S01007959,3,6,2,1
S01007960,3,8,2,2
S01007961,2,9,1,4
S01007962,4,8,1,3
S01007963,6,7,1,2
S01007964,6,6,1,2
S01007965,7,4,1,1
S01007966,7,5,1,2
S01007967,7,6,1,2
S01007968,5,7,2,2
S01007969,5,6,2,1
S01007970,6,5,1,1
S01007971,5,5,1,1
S01007972,5,5,1,1
S01007973,5,7,1,1
S01007974,7,5,1,1
S01007975,8,5,1,3
S01007976,9,2,1,5
S01007977,8,4,1,2
S01007978,9,3,1,4
S01007979,9,3,1,3
S01007980,6,6,1,2
S01007981,5,6,1,1
S01007982,4,6,1,1
S01007983,5,5,1,1
S01007984,5,6,1,1
S01007985,4,8,1,2
S01007986,5,8,1,3
S01007987,5,7,1,2
S01007988,6,9,1,5
S01007989,4,8,1,3
S01007990,4,9,1,3
S01007991,3,9,1,3
S01007992,2,9,1,4
S01007993,4,7,1,2
S01007994,2,9,1,4
S01009883,9,1,3,4
S01007995,3,9,1,3
S01007996,5,6,1,1
S01007997,4,7,1,1
S01007998,5,6,1,1
S01007999,4,8,1,2
S01008000,4,7,1,1
S01008001,4,8,1,2
S01008002,4,7,1,2
S01008003,4,8,1,2
S01008004,3,8,1,2
S01008005,4,8,1,2
S01008006,5,7,1,2
S01008007,5,6,1,1
S01008008,5,5,1,1
S01008009,6,4,1,1
S01008010,7,5,1,1
S01008106,4,4,1,1
S01008011,7,4,1,2
S01008012,10,1,1,8
S01008013,10,1,1,6
S01008014,8,3,1,2
S01008015,7,5,1,1
S01008016,6,5,1,1
S01008024,4,8,1,3
S01008017,6,5,1,1
S01008018,7,4,1,1
S01008019,9,1,1,3
S01008020,8,4,1,2
S01008021,7,4,1,1
S01008022,5,6,1,1
S01008023,4,7,1,1
S01008107,3,8,2,2
S01008026,3,5,3,1
S01008027,4,4,2,1
S01008028,3,7,2,2
S01008029,2,9,2,3
S01008030,2,7,3,2
S01008031,2,7,3,1
S01008032,2,9,3,3
S01008033,2,9,1,3
S01008034,3,9,1,3
S01008036,3,9,1,3
S01008037,5,6,1,1
S01008038,4,8,1,2
S01008039,5,6,1,1
S01008040,3,8,1,2
S01008041,6,4,1,1
S01008042,4,5,1,1
S01008043,3,5,1,1
S01008044,5,4,1,1
S01008045,3,8,1,2
S01008046,8,1,1,1
S01008047,7,3,1,1
S01008049,6,4,1,1
S01008050,3,9,1,3
S01008051,7,6,1,3
S01008052,7,6,1,3
S01008053,6,4,1,1
S01008054,7,2,2,1
S01008055,4,6,1,1
S01008056,4,7,1,1
S01008057,3,8,1,2
S01008058,2,8,1,2
S01008059,2,7,1,1
S01008065,4,6,1,1
S01008060,2,7,1,1
S01008061,3,7,1,1
S01008062,3,7,1,1
S01008063,3,8,1,1
S01008064,3,6,1,1
S01008071,3,8,1,2
S01008066,6,2,1,1
S01008067,4,6,1,1
S01008068,4,6,1,1
S01008069,3,5,1,1
S01008070,3,7,1,1
S01008074,3,8,1,2
S01008075,4,6,1,1
S01008076,5,4,2,1
S01008077,6,2,2,1
S01008078,4,5,1,1
S01011749,4,6,2,1
S01008079,4,3,1,1
S01008080,4,5,1,1
S01008081,3,8,1,2
S01008082,3,7,1,1
S01008083,3,7,1,1
S01008084,2,7,2,1
S01008085,2,9,1,4
S01008086,2,8,1,2
S01008087,4,7,1,1
S01008088,3,7,1,1
S01008089,3,7,1,1
S01011286,4,9,1,3
S01008090,4,6,1,1
S01008091,3,8,1,2
S01008092,4,5,1,1
S01008093,5,5,1,1
S01008094,4,7,1,1
S01008355,2,4,2,1
S01008095,4,7,2,1
S01008096,6,4,2,1
S01008097,8,2,1,2
S01008098,5,5,1,1
S01008099,6,4,2,1
S01008100,8,2,1,1
S01008101,6,3,1,1
S01008102,5,3,1,1
S01008103,7,2,1,1
S01008104,6,4,2,1
S01008105,6,2,1,1
S01012201,2,8,2,2
S01008108,3,8,2,2
S01008109,3,5,2,1
S01008110,3,5,2,1
S01008111,5,3,2,1
S01008112,4,2,2,1
S01008356,2,5,2,1
S01008113,3,4,2,1
S01008114,3,5,2,1
S01008115,3,8,2,2
S01008116,3,8,1,3
S01008117,3,8,1,2
S01008118,4,7,1,2
S01008119,5,6,1,1
S01008120,6,4,1,1
S01008121,5,5,1,1
S01008122,4,4,1,1
S01008123,3,7,1,1
S01008124,2,8,2,2
S01009236,7,4,3,2
S01008125,3,7,1,1
S01008126,3,8,2,3
S01008127,4,7,1,1
S01008128,5,7,1,2
S01008129,7,4,1,2
S01008130,8,2,1,2
S01008131,8,3,1,2
S01008132,6,5,1,1
S01008133,9,2,1,3
S01008134,10,1,1,6
S01008135,7,6,1,2
S01008136,7,3,1,1
S01008137,6,4,1,1
S01008138,6,4,1,1
S01008139,5,6,1,1
S01008375,4,6,1,1
S01008140,5,6,1,1
S01008141,6,7,1,2
S01008142,4,8,1,3
S01008143,3,9,2,4
S01008144,2,9,2,4
S01008145,1,9,1,3
S01008146,2,9,1,4
S01008147,3,9,2,4
S01008148,5,8,1,3
S01008149,5,8,2,3
S01008150,5,8,2,2
S01009829,6,4,4,2
S01008151,7,6,1,2
S01008152,6,7,1,2
S01008153,2,9,1,4
S01008154,2,9,1,3
S01008155,2,9,1,4
S01008156,2,9,1,3
S01008157,2,8,1,2
S01008158,1,8,1,2
S01008159,1,3,1,1
S01008160,1,5,1,1
S01008161,1,9,1,2
S01008162,1,9,1,3
S01009830,7,3,3,1
S01009845,10,2,3,6
S01008377,8,1,1,1
S01008403,5,4,1,1
S01009903,10,2,2,7
S01008296,4,3,2,1
S01008297,3,5,2,1
S01008298,2,9,2,4
S01008299,5,2,2,1
S01008300,3,4,2,1
S01008301,2,9,2,4
S01008302,1,10,1,6
S01008303,9,6,1,5
S01009911,10,2,3,6
S01008304,7,7,1,4
S01008305,5,8,1,3
S01008306,7,7,1,4
S01008307,6,8,1,3
S01008308,6,8,1,3
S01008451,7,3,2,1
S01008309,9,2,1,3
S01008310,9,2,1,4
S01008311,6,6,1,2
S01008312,8,3,1,3
S01008313,7,5,1,2
S01008314,10,4,1,7
S01008315,10,4,1,9
S01008316,6,6,1,2
S01008317,6,7,1,3
S01008318,5,7,1,2
S01008319,8,4,1,2
S01008320,8,3,1,2
S01008321,6,5,1,1
S01008322,7,6,1,3
S01008323,6,6,1,2
S01008324,4,8,1,2
S01008325,6,6,1,2
S01008452,7,5,2,2
S01008326,4,8,1,2
S01008327,7,4,1,2
S01008328,3,9,1,3
S01008329,5,6,1,1
S01008330,4,6,1,1
S01008331,6,6,1,2
S01008453,7,6,2,2
S01008332,4,8,1,2
S01008333,4,7,1,1
S01008334,3,9,1,3
S01008335,6,7,2,3
S01008376,7,2,1,1
S01008336,6,7,1,2
S01008337,4,9,2,4
S01008338,4,9,2,5
S01008339,7,6,2,3
S01008340,5,7,1,2
S01008454,8,5,2,4
S01008342,5,8,2,3
S01008343,5,4,1,1
S01008344,3,8,1,1
S01008345,3,5,1,1
S01008346,4,3,1,1
S01008347,3,4,1,1
S01008348,3,7,1,1
S01008349,3,9,2,4
S01008350,3,8,2,2
S01008351,4,6,1,1
S01008352,5,6,2,1
S01008353,3,9,2,4
S01008354,2,10,1,5
S01008357,2,3,2,1
S01008358,2,2,2,1
S01008359,1,8,1,2
S01008360,2,9,2,3
S01008361,2,9,1,3
S01008362,3,7,1,1
S01008363,3,4,1,1
S01008364,3,7,1,1
S01008365,3,8,1,2
S01008366,5,6,1,1
S01008367,6,4,1,1
S01008368,5,6,1,1
S01008369,5,7,1,2
S01008370,6,6,1,1
S01008371,4,7,1,2
S01008372,4,8,2,2
S01008373,6,5,1,1
S01008374,6,3,1,1
S01008378,9,2,1,2
S01008379,5,2,1,1
S01008380,5,6,1,1
S01008381,5,5,1,1
S01008382,7,2,1,1
S01008383,8,1,1,2
S01008384,6,4,1,1
S01008385,8,3,1,1
S01008386,6,5,1,1
S01008387,5,6,1,1
S01008388,5,7,1,1
S01008389,5,4,1,1
S01008390,5,5,1,1
S01008391,5,3,1,1
S01008392,7,2,1,1
S01008393,7,3,1,1
S01008394,5,3,1,1
S01008395,5,6,1,1
S01008404,6,3,1,1
S01008396,5,4,1,1
S01008397,5,4,1,1
S01008398,5,4,1,1
S01008399,7,2,2,1
S01008400,6,2,2,1
S01008401,6,3,2,1
S01008402,4,7,1,1
S01008405,6,3,1,1
S01008406,7,1,1,1
S01008407,8,1,2,1
S01008408,7,4,2,1
S01008409,7,3,2,1
S01008410,7,2,2,1
S01008411,7,5,1,2
S01008412,5,7,1,2
S01008413,5,7,1,1
S01008414,7,4,1,1
S01008415,6,5,1,2
S01008416,8,3,1,2
S01008417,1,10,1,5
S01008418,1,10,1,5
S01008419,2,9,1,3
S01008420,2,8,1,2
S01008421,2,7,1,1
S01008433,7,7,2,3
S01008422,2,7,1,1
S01008423,2,9,2,3
S01008424,2,8,2,2
S01008425,2,8,2,2
S01008426,2,4,2,1
S01008427,2,8,2,2
S01008490,8,3,3,3
S01008428,2,6,2,1
S01008429,3,4,1,1
S01008430,3,4,1,1
S01008431,3,5,1,1
S01008432,3,6,2,1
S01008434,6,7,1,2
S01008435,5,7,1,2
S01008436,5,5,1,1
S01008437,5,4,1,1
S01008438,2,8,1,1
S01008439,2,7,1,1
S01008440,3,6,1,1
S01008441,2,7,1,1
S01008442,3,4,1,1
S01008443,4,6,1,1
S01008444,3,8,1,1
S01008445,3,4,1,1
S01008446,3,4,1,1
S01008447,4,7,2,1
S01008448,5,8,2,3
S01008449,5,6,1,2
S01008450,6,6,2,2
S01008455,5,7,2,2
S01008456,6,6,2,2
S01008457,6,6,2,2
S01008458,9,4,2,5
S01008459,10,2,2,7
S01008460,9,5,2,4
S01008491,9,1,3,4
S01008461,8,4,2,3
S01008462,8,4,2,2
S01008463,7,5,2,2
S01008464,7,3,2,1
S01008465,8,4,2,4
S01008466,9,5,2,4
S01008467,9,4,2,5
S01008468,8,5,3,3
S01008469,7,6,3,3
S01008470,6,6,3,3
S01008471,6,6,3,2
S01008472,7,3,3,1
S01008473,6,3,3,1
S01008474,6,4,3,2
S01008475,6,2,3,1
S01008476,6,3,3,1
S01008477,6,4,3,2
S01008478,8,4,3,3
S01008479,7,2,3,1
S01008480,5,5,3,1
S01008481,6,3,3,1
S01008482,8,6,2,5
S01008483,5,8,2,3
S01008492,10,1,3,6
S01008484,6,7,2,3
S01008485,8,7,2,4
S01008486,8,3,3,2
S01008487,8,4,3,3
S01008488,8,3,2,3
S01008489,9,4,3,5
S01008493,10,3,3,8
S01008494,10,2,3,6
S01008495,10,1,3,10
S01008496,10,1,3,10
S01008497,10,1,3,9
S01008498,10,1,4,10
S01008499,10,1,4,9
S01008500,10,2,4,9
S01008501,10,2,4,9
S01008502,10,2,3,8
S01008503,9,1,3,4
S01008504,8,2,3,2
S01008505,8,2,3,2
S01008506,8,3,3,2
S01008507,9,1,4,4
S01008508,6,3,3,1
S01008509,5,2,3,1
S01008510,8,5,2,3
S01008511,6,4,2,1
S01008518,10,2,3,6
S01008512,6,4,2,1
S01008513,4,5,2,1
S01008514,7,5,2,3
S01008515,8,4,3,4
S01008516,9,4,3,4
S01008517,10,1,3,9
S01008519,9,4,2,4
S01008520,7,5,2,2
S01008521,6,6,2,2
S01008522,6,7,2,2
S01008523,4,8,2,3
S01008524,6,5,2,1
S01008525,6,3,1,1
S01008532,9,2,1,3
S01008526,5,3,2,1
S01008527,5,2,1,1
S01008528,6,3,1,1
S01008529,6,4,1,1
S01008530,7,2,1,1
S01008531,6,4,2,1
S01008533,7,5,1,2
S01008534,4,8,1,2
S01008535,6,7,1,2
S01008536,8,4,1,2
S01008537,6,7,1,2
S01008538,7,4,1,1
S01008539,7,3,1,1
S01008540,6,4,2,1
S01008541,5,5,2,1
S01008542,6,4,1,1
S01008543,4,7,2,1
S01008544,3,8,1,3
S01008545,5,6,1,1
S01008546,5,7,1,2
S01008547,3,7,2,2
S01008548,4,7,2,2
S01008567,5,6,3,2
S01008550,4,8,2,3
S01008551,5,7,2,2
S01008552,5,7,2,2
S01008553,7,4,2,1
S01008554,5,7,2,2
S01008574,4,7,2,1
S01008555,6,4,2,1
S01008556,5,3,2,1
S01008557,5,4,2,1
S01008558,4,4,2,1
S01008559,5,5,2,1
S01008560,5,6,2,1
S01008561,5,6,2,2
S01008562,5,5,2,1
S01008563,8,3,2,2
S01008564,7,4,2,2
S01008565,6,3,2,1
S01008566,4,6,2,1
S01008568,6,8,2,4
S01008569,6,7,3,4
S01008570,5,5,3,1
S01008571,5,4,2,1
S01008572,6,5,3,2
S01008573,6,5,2,1
S01008575,4,6,2,1
S01008576,6,5,2,1
S01008577,4,4,3,1
S01008578,4,2,2,1
S01008579,4,5,2,1
S01008580,5,4,2,1
S01008581,5,5,2,1
S01008582,5,4,2,1
S01008583,6,4,2,1
S01008584,6,5,2,1
S01008585,6,4,2,1
S01008586,5,4,2,1
S01008587,5,5,2,1
S01008588,6,5,3,2
S01008589,8,4,4,3
S01008590,7,3,3,2
S01008591,8,2,3,2
S01008592,6,4,3,1
S01008593,7,3,2,1
S01008594,8,2,2,2
S01008595,7,5,2,2
S01008596,8,3,1,2
S01008597,7,4,1,1
S01008598,9,1,1,3
S01008599,9,1,1,3
S01008600,10,1,1,5
S01008601,10,1,1,6
S01008602,10,1,2,5
S01008603,10,1,2,9
S01008604,10,1,2,7
S01008605,10,1,2,8
S01008606,9,1,3,5
S01008607,9,2,3,5
S01008608,7,3,3,1
S01008609,6,5,3,2
S01008610,8,1,3,1
S01008611,10,1,2,8
S01008612,10,1,2,8
S01008613,9,2,2,4
S01008614,9,1,3,3
S01008615,8,1,3,2
S01008616,8,1,3,1
S01008617,8,1,3,2
S01008618,8,1,3,2
S01008619,9,1,3,3
S01008620,8,1,3,2
S01008623,9,1,3,4
S01008624,8,2,3,2
S01008625,9,3,3,4
S01008626,10,2,3,6
S01008627,10,1,3,7
S01008628,10,1,3,8
S01008629,10,1,3,9
S01008630,10,1,3,10
S01008631,10,1,3,10
S01008632,10,1,3,9
S01008638,10,1,4,9
S01008633,9,3,3,3
S01008634,9,1,4,4
S01008635,10,1,4,8
S01008636,10,1,4,9
S01008637,9,1,4,5
S01008639,10,1,4,7
S01008640,10,1,3,9
S01008641,10,1,3,10
S01008642,10,1,4,8
S01008643,10,1,3,7
S01008644,9,1,4,5
S01008645,9,1,4,4
S01008646,9,1,4,3
S01008647,10,1,4,7
S01008648,10,1,4,8
S01008649,9,1,4,5
S01008650,10,1,4,7
S01008651,10,1,4,8
S01008652,10,1,4,9
S01008653,10,1,4,10
S01008654,10,1,4,10
S01008655,10,1,4,10
S01008656,10,1,4,10
S01008657,10,1,4,10
S01008658,10,1,4,8
S01008659,10,1,4,10
S01008660,10,1,4,8
S01008661,10,1,4,9
S01008662,10,1,4,10
S01008663,10,1,4,10
S01008664,10,1,4,10
S01008665,10,1,4,9
S01008666,10,1,4,9
S01008667,10,1,3,8
S01008668,10,1,2,10
S01008669,10,1,2,10
S01008670,10,1,2,10
S01008671,10,1,2,10
S01008672,10,1,2,9
S01008673,10,1,2,6
S01008674,10,1,2,10
S01008681,10,1,2,9
S01008675,10,2,3,9
S01008676,10,1,3,9
S01008677,10,1,3,9
S01008678,10,1,2,9
S01008679,10,1,2,10
S01008680,10,1,2,10
S01008682,10,1,2,9
S01008683,10,1,2,7
S01008684,9,3,2,4
S01008685,10,2,2,8
S01008686,10,1,2,6
S01008687,9,2,2,4
S01008688,9,2,2,5
S01008689,10,1,2,9
S01008690,10,1,2,6
S01008691,9,2,2,4
S01008692,9,3,2,3
S01008693,8,3,2,3
S01008694,9,2,2,4
S01008695,10,2,2,9
S01008696,9,3,2,5
S01008697,7,5,1,2
S01008698,7,6,1,3
S01008699,7,7,1,3
S01008700,6,7,1,3
S01008701,5,4,2,1
S01008702,6,3,1,1
S01008703,6,3,2,1
S01008705,6,2,2,1
S01008706,5,6,2,1
S01008707,5,5,2,1
S01008708,4,6,2,1
S01008709,5,6,2,2
S01008710,5,7,2,2
S01008711,8,5,2,3
S01009931,10,1,3,7
S01008732,10,4,3,10
S01008733,9,5,3,7
S01008740,8,5,3,4
S01008735,7,2,2,1
S01008736,6,3,2,1
S01008737,7,5,2,2
S01008738,7,4,2,2
S01008741,8,5,2,3
S01008742,9,2,2,5
S01008743,8,6,1,4
S01008744,8,5,1,3
S01008745,9,3,2,5
S01008752,7,3,2,2
S01008746,10,2,1,8
S01008747,8,4,3,3
S01008748,8,3,3,2
S01008749,7,5,3,3
S01008750,8,3,3,3
S01008751,8,4,2,3
S01008754,7,5,2,2
S01008755,8,4,2,2
S01008756,8,4,2,2
S01008757,8,3,2,2
S01008758,8,4,2,3
S01008759,8,4,3,4
S01008783,10,2,4,9
S01008760,9,3,3,5
S01008761,8,3,3,3
S01008762,9,3,3,4
S01008763,9,3,3,5
S01008764,10,2,3,7
S01008765,10,1,3,9
S01008766,9,2,3,5
S01008767,8,4,3,3
S01008768,9,5,4,5
S01008769,10,1,3,7
S01008770,7,6,4,3
S01008771,9,4,3,4
S01008772,9,3,3,6
S01008773,10,3,3,6
S01008774,10,1,3,7
S01008775,10,1,3,8
S01008776,10,1,3,9
S01008777,10,1,3,9
S01008799,9,3,2,4
S01008778,10,2,4,8
S01008779,10,4,4,9
S01008780,10,3,4,10
S01008781,10,3,3,8
S01008782,10,2,4,9
S01013268,3,5,2,1
S01008784,10,3,4,10
S01008785,10,1,3,8
S01008786,10,1,3,10
S01008787,10,1,4,9
S01008788,10,1,4,9
S01013269,2,7,2,1
S01008789,10,1,3,7
S01008790,10,1,3,10
S01008791,10,1,3,8
S01008792,10,1,3,8
S01009948,5,5,1,1
S01008793,10,1,3,10
S01008794,10,1,3,8
S01008795,10,2,3,9
S01008796,10,1,3,10
S01008797,10,1,3,10
S01008798,10,2,3,8
S01008800,10,3,2,7
S01008801,10,1,2,10
S01008802,10,2,3,9
S01008803,10,1,3,10
S01008804,10,1,3,10
S01008805,10,1,3,9
S01008806,10,1,2,8
S01008807,10,1,2,10
S01008808,10,1,2,10
S01008809,10,1,2,6
S01008810,10,1,2,7
S01008811,10,1,2,9
S01009949,7,3,1,1
S01008812,10,1,3,10
S01008813,10,1,3,7
S01008814,10,1,3,9
S01008815,10,1,3,10
S01008816,9,1,3,5
S01008817,10,2,3,6
S01008818,9,3,3,5
S01008819,9,2,3,5
S01008820,10,1,3,9
S01008821,10,1,3,8
S01008822,9,3,3,4
S01008823,9,2,3,3
S01008824,8,3,3,2
S01008825,8,3,3,3
S01008826,7,3,3,2
S01008827,7,3,3,2
S01008828,7,3,3,1
S01008829,8,2,3,2
S01008830,9,1,3,4
S01008831,8,2,3,2
S01008832,7,4,3,2
S01008833,10,1,3,6
S01008839,10,1,3,8
S01008834,9,1,3,4
S01008835,8,2,3,2
S01008836,9,3,3,5
S01008837,10,2,3,8
S01008838,10,1,3,7
S01008855,10,1,3,9
S01008840,10,1,3,6
S01008841,9,3,4,6
S01008842,9,3,4,5
S01008843,10,1,3,8
S01008844,10,2,4,6
S01008845,10,1,4,9
S01008856,10,1,3,9
S01008846,10,1,4,10
S01008847,10,1,4,10
S01008848,10,1,4,9
S01008849,10,1,4,10
S01008880,7,2,3,1
S01008850,10,1,4,9
S01008851,10,1,3,9
S01008852,10,1,4,8
S01008853,10,1,3,8
S01008854,10,1,3,9
S01008857,10,1,3,5
S01008858,8,2,3,3
S01008859,10,1,3,8
S01008860,10,1,3,10
S01008861,10,2,3,7
S01008862,10,1,3,10
S01008863,10,1,3,10
S01008864,9,2,3,3
S01008865,9,2,3,4
S01008866,10,1,3,7
S01008867,9,3,3,4
S01008868,10,1,5,9
S01008869,10,1,5,7
S01008870,8,3,4,3
S01008895,6,3,2,1
S01008871,10,1,4,7
S01008872,10,2,4,8
S01008873,9,2,4,5
S01008874,9,3,4,6
S01008896,6,3,2,1
S01008875,10,2,4,8
S01008876,9,2,3,4
S01008877,8,1,2,2
S01008878,8,2,2,2
S01008879,8,3,2,2
S01008881,8,2,3,2
S01008882,9,2,3,4
S01008883,7,4,3,2
S01008884,6,5,3,2
S01008885,6,5,3,2
S01008886,7,4,3,2
S01008887,7,3,3,2
S01008888,6,5,3,2
S01008889,8,4,3,3
S01008890,6,4,3,2
S01008907,7,3,4,1
S01008891,6,5,4,2
S01008892,7,4,3,2
S01008893,7,2,3,1
S01008894,5,4,3,1
S01008920,4,6,4,2
S01010115,4,6,1,1
S01008897,7,2,3,1
S01008898,7,2,3,1
S01008899,8,3,4,3
S01008900,8,4,3,3
S01008901,8,4,4,3
